,IndexName,Date,Total Returns Index,Net Total Return Index
186,NIFTY 50,01 Apr 2025,34527.01,30810.92
187,NIFTY 50,28 Mar 2025,35054.08,31281.27
188,NIFTY 50,27 Mar 2025,35162.32,31377.86
189,NIFTY 50,26 Mar 2025,35005.67,31238.07
190,NIFTY 50,25 Mar 2025,35276.65,31479.88
191,NIFTY 50,24 Mar 2025,35261.27,31466.16
192,NIFTY 50,21 Mar 2025,34802.3,31056.59
193,NIFTY 50,20 Mar 2025,34564.18,30844.09
194,NIFTY 50,19 Mar 2025,34142.35,30467.67
195,NIFTY 50,18 Mar 2025,34033.06,30370.14
196,NIFTY 50,17 Mar 2025,33547.88,29937.18
197,NIFTY 50,13 Mar 2025,33381.62,29788.81
198,NIFTY 50,12 Mar 2025,33490.87,29886.3
199,NIFTY 50,11 Mar 2025,33531.68,29922.72
200,NIFTY 50,10 Mar 2025,33473.92,29871.55
201,NIFTY 50,07 Mar 2025,33611.3,29994.15
202,NIFTY 50,06 Mar 2025,33599.3,29983.53
203,NIFTY 50,05 Mar 2025,33290.2,29707.7
204,NIFTY 50,04 Mar 2025,32910.63,29368.97
205,NIFTY 50,03 Mar 2025,32965.25,29417.71
206,NIFTY 50,28 Feb 2025,32973.36,29424.95
207,NIFTY 50,27 Feb 2025,33599.79,29983.97
208,NIFTY 50,25 Feb 2025,33603.55,29987.32
209,NIFTY 50,24 Feb 2025,33612.18,29995.02
210,NIFTY 50,21 Feb 2025,33973.61,30317.56
211,NIFTY 50,20 Feb 2025,34148.36,30473.5
212,NIFTY 50,19 Feb 2025,34177.82,30499.79
213,NIFTY 50,18 Feb 2025,34196.32,30516.3
214,NIFTY 50,17 Feb 2025,34217.48,30535.18
215,NIFTY 50,14 Feb 2025,34172.38,30494.94
216,NIFTY 50,13 Feb 2025,34324.31,30630.59
217,NIFTY 50,12 Feb 2025,34344.93,30648.98
218,NIFTY 50,11 Feb 2025,34364.39,30671.56
219,NIFTY 50,10 Feb 2025,34825.87,31083.45
220,NIFTY 50,07 Feb 2025,35091.5,31320.53
221,NIFTY 50,06 Feb 2025,35143.08,31369.35
222,NIFTY 50,05 Feb 2025,35277.7,31490.32
223,NIFTY 50,04 Feb 2025,35341.64,31547.4
224,NIFTY 50,03 Feb 2025,34778.66,31044.86
225,NIFTY 50,01 Feb 2025,34958.89,31205.74
226,NIFTY 50,31 Jan 2025,34998.01,31240.66
227,NIFTY 50,30 Jan 2025,34603.4,30890.38
228,NIFTY 50,29 Jan 2025,34474.8,30775.58
229,NIFTY 50,28 Jan 2025,34165.22,30499.89
230,NIFTY 50,27 Jan 2025,33974.58,30330.9
231,NIFTY 50,24 Jan 2025,34366.04,30680.38
232,NIFTY 50,23 Jan 2025,34534.46,30830.74
233,NIFTY 50,22 Jan 2025,34460.03,30764.29
234,NIFTY 50,21 Jan 2025,34265.55,30590.67
235,NIFTY 50,20 Jan 2025,34741.89,31015.92
236,NIFTY 50,17 Jan 2025,34531.21,30827.84
237,NIFTY 50,16 Jan 2025,34660.67,30950.28
238,NIFTY 50,15 Jan 2025,34514.06,30819.36
239,NIFTY 50,14 Jan 2025,34458.87,30770.08
240,NIFTY 50,13 Jan 2025,34324.87,30650.43
241,NIFTY 50,10 Jan 2025,34838.66,31109.22
242,NIFTY 50,09 Jan 2025,34979.91,31235.34
243,NIFTY 50,08 Jan 2025,35221.43,31451.01
244,NIFTY 50,07 Jan 2025,35249.64,31476.2
245,NIFTY 50,06 Jan 2025,35113.04,31354.22
246,NIFTY 50,03 Jan 2025,35690.96,31870.27
247,NIFTY 50,02 Jan 2025,35964.43,32114.47
248,NIFTY 50,01 Jan 2025,35301.63,31522.62
0,NIFTY 50,16 Jan 2026,38701.71,33723.78
1,NIFTY 50,14 Jan 2026,38635.05,33670.57
2,NIFTY 50,13 Jan 2026,38735.47,33758.08
3,NIFTY 50,12 Jan 2026,38822.72,33834.12
4,NIFTY 50,09 Jan 2026,38661.67,33693.76
5,NIFTY 50,08 Jan 2026,38953.08,33947.73
6,NIFTY 50,07 Jan 2026,39350.28,34293.89
7,NIFTY 50,06 Jan 2026,39407.42,34343.69
8,NIFTY 50,05 Jan 2026,39515.23,34437.64
9,NIFTY 50,02 Jan 2026,39632.99,34540.27
10,NIFTY 50,01 Jan 2026,39359.02,34301.51
